Participant, ROI, FA, MSD, MSK, NDI, ODI, Fiso
319,Ant_Corona_Radiata_R,0.6391072,0.8668658,1.2643816,0.7136133,0.1736776,0.1360245
319,Ant_Corona_Radiata_L,0.5928850,0.8965736,1.1512099,0.6359127,0.1780060,0.1203809
319,Sup_Corona_Radiata_R,0.6162600,0.8953655,1.1791741,0.6472366,0.1681666,0.1254959
319,Sup_Corona_Radiata_L,0.5951062,0.9227437,1.1710363,0.6475234,0.1740572,0.1412935
319,Post_Corona_Radiata_R,0.5874344,0.9153261,1.1742298,0.6605406,0.1850316,0.1448740
320,Middle_Cerebellar_Ped,0.5962733,0.9762157,1.0845682,0.6305680,0.1661159,0.1489367
320,Pontine_Crossing_Tract,0.5700755,0.9250329,1.1828309,0.6706634,0.1938626,0.1571399
320,Corpus_Callosum_Genu,0.6205263,0.9037451,1.1798928,0.6489480,0.1639425,0.1313172
320,Corpus_Callosum_Body,0.6044572,0.8489048,1.2121432,0.6728317,0.1857557,0.1095100
320,Corpus_Callosum_Splenium,0.6518222,0.8893416,1.2294404,0.6936590,0.1596620,0.1409606
320,Fornix_(Column&Body),0.6333550,0.9047614,1.2697816,0.7358850,0.1740332,0.1682312
320,Corticospinal_Tract_R,0.6450266,0.8865877,1.2956923,0.7412193,0.1709599,0.1611827
320,Corticospinal_Tract_L,0.6243628,0.9811756,1.1381868,0.6783081,0.1551487,0.1675740
320,Medial_Lemniscus_R,0.6171565,0.9409711,1.0882309,0.6102294,0.1484848,0.1214091
320,Medial_Lemniscus_L,0.5857753,0.9612130,1.1823517,0.6826431,0.1818379,0.1738956
320,Inf_Cerebellar_Ped_R,0.6390909,0.9538665,1.1746269,0.6733556,0.1530609,0.1687446
320,Inf_Cerebellar_Ped_L,0.6367538,0.8649969,1.3200789,0.7681519,0.1828314,0.1557555
320,Sup_Cerebellar_Ped_R,0.5917220,0.9169685,1.2586712,0.7389382,0.1947088,0.1685598
320,Sup_Cerebellar_Ped_L,0.6149268,0.8340024,1.3169509,0.7681719,0.2008356,0.1386662
320,Cerebral_Ped_R,0.6523094,0.8664817,1.2426197,0.7011614,0.1616067,0.1287204
320,Cerebral_Ped_L,0.6075425,0.8783831,1.1418277,0.6245993,0.1691146,0.1031650
320,Ant_Internal_Capsule_R,0.6095345,0.8690950,1.3666403,0.8159424,0.2041555,0.1697881
320,Ant_Internal_Capsule_L,0.6316710,0.8535212,1.3067453,0.7592935,0.1874129,0.1460156
320,Post_Internal_Capsule_R,0.5856690,0.9318077,1.2307759,0.7131755,0.1915954,0.1766345
320,Post_Internal_Capsule_L,0.6019302,0.9295379,1.1995908,0.7027026,0.1813381,0.1665846
320,Retrolent_Internal_Capsule_R,0.6197769,0.9035608,1.2363385,0.7627339,0.1833820,0.1711074
320,Retrolent_Internal_Capsule_L,0.6557238,0.8228513,1.2864466,0.7454306,0.1743465,0.1237248
320,Ant_Corona_Radiata_R,0.5656835,0.9423230,1.2003874,0.7009738,0.1983694,0.1740517
320,Ant_Corona_Radiata_L,0.5919249,0.9419639,1.0989784,0.6463525,0.1737335,0.1429931
320,Sup_Corona_Radiata_R,0.6016400,0.9356143,1.1279114,0.6272115,0.1655391,0.1414340
320,Sup_Corona_Radiata_L,0.6317399,0.9078837,1.1516003,0.6384824,0.1554856,0.1254689
320,Post_Corona_Radiata_R,0.6043108,0.8541423,1.2693103,0.7535780,0.1977027,0.1423338
321,Middle_Cerebellar_Ped,0.5523583,0.9606048,1.1524337,0.6583869,0.1957705,0.1647034
321,Pontine_Crossing_Tract,0.5981183,0.8964374,1.2216830,0.6925236,0.1857174,0.1480813
321,Corpus_Callosum_Genu,0.5738580,0.9785717,1.0915007,0.6063172,0.1701495,0.1391692
321,Corpus_Callosum_Body,0.6295953,0.8705839,1.1808572,0.6385571,0.1640381,0.1047232
321,Corpus_Callosum_Splenium,0.6542886,0.8972707,1.2985725,0.7719041,0.1678891,0.1689322
321,Fornix_(Column&Body),0.6092788,0.9664528,1.1123780,0.6146932,0.1526039,0.1458703
321,Corticospinal_Tract_R,0.6005968,0.8864993,1.2496071,0.7186779,0.1925701,0.1490172
321,Corticospinal_Tract_L,0.5946724,0.9042919,1.2228899,0.6987990,0.1870825,0.1551224
321,Medial_Lemniscus_R,0.6094577,0.8937902,1.1560992,0.6387473,0.1695272,0.1164998
321,Medial_Lemniscus_L,0.5607439,0.9517591,1.2437378,0.7433192,0.2070435,0.1956140
321,Inf_Cerebellar_Ped_R,0.6226723,0.8903985,1.2340061,0.7008905,0.1752617,0.1490309
321,Inf_Cerebellar_Ped_L,0.6218680,0.8425065,1.2182498,0.6736197,0.1756753,0.1053974
321,Sup_Cerebellar_Ped_R,0.6234946,0.8801347,1.1733091,0.6716244,0.1689999,0.1247285
321,Sup_Cerebellar_Ped_L,0.5599944,0.9236045,1.1911909,0.6822412,0.2027626,0.1555794
321,Cerebral_Ped_R,0.6329036,0.9020735,1.2100272,0.6811826,0.1645412,0.1437447
321,Cerebral_Ped_L,0.6100352,0.8507152,1.2576900,0.7289251,0.1934076,0.1336076
321,Ant_Internal_Capsule_R,0.6010837,0.8530977,1.2598169,0.7093796,0.1910744,0.1262554
321,Ant_Internal_Capsule_L,0.6315814,0.8618375,1.1915266,0.6546633,0.1647211,0.1070013
321,Post_Internal_Capsule_R,0.6297882,1.0362928,1.3568785,0.9125927,0.1900778,0.2756538
321,Post_Internal_Capsule_L,0.5849259,0.8799026,1.2145803,0.6790474,0.1946332,0.1292101
321,Retrolent_Internal_Capsule_R,0.6094174,0.8854146,1.1692591,0.6668827,0.1757001,0.1264700
321,Retrolent_Internal_Capsule_L,0.6240383,0.8778396,1.2363618,0.7092177,0.1776560,0.1400675
321,Ant_Corona_Radiata_R,0.5864806,0.9171362,1.1491595,0.6287882,0.1763966,0.1296316
321,Ant_Corona_Radiata_L,0.5693464,0.9398799,1.1043378,0.5916477,0.1747216,0.1218620
321,Sup_Corona_Radiata_R,0.6090116,0.8779973,1.1934267,0.6867694,0.1827296,0.1258042
321,Sup_Corona_Radiata_L,0.6312406,0.8529104,1.2614073,0.7175652,0.1791369,0.1294939
321,Post_Corona_Radiata_R,0.6592765,0.8991181,1.2199152,0.6828639,0.1513315,0.1436266
322,Middle_Cerebellar_Ped,0.5854911,0.8334418,1.2550961,0.7447114,0.2147797,0.1280294
322,Pontine_Crossing_Tract,0.6075238,0.9631419,1.2320522,0.7376764,0.1814697,0.1955637
322,Corpus_Callosum_Genu,0.6674147,0.8190941,1.2447319,0.7090000,0.1614037,0.1045712
322,Corpus_Callosum_Body,0.5859273,0.9401087,1.2145978,0.7226681,0.1889663,0.1779836
322,Corpus_Callosum_Splenium,0.6163595,0.9145984,1.2129857,0.6908615,0.1748625,0.1498077
322,Fornix_(Column&Body),0.5961063,0.8922083,1.2090313,0.6784720,0.1841338,0.1368093
322,Corticospinal_Tract_R,0.6467514,0.8937784,1.2400136,0.7198072,0.1645563,0.1548284
322,Corticospinal_Tract_L,0.5385969,0.9052140,1.1872883,0.6781291,0.2160271,0.1425465
322,Medial_Lemniscus_R,0.6366723,0.8561018,1.1616545,0.6560681,0.1618440,0.0979600
322,Medial_Lemniscus_L,0.6210834,0.8986402,1.2244127,0.6864852,0.1723088,0.1456011
322,Inf_Cerebellar_Ped_R,0.6239112,0.8589517,1.2766652,0.7254524,0.1872350,0.1390350
322,Inf_Cerebellar_Ped_L,0.6200046,0.8933925,1.1751736,0.6669078,0.1702804,0.1251161
322,Sup_Cerebellar_Ped_R,0.6324842,0.8834575,1.2791743,0.7348941,0.1774172,0.1589887
322,Sup_Cerebellar_Ped_L,0.5913129,0.9235388,1.2697060,0.7600420,0.1980789,0.1869488
322,Cerebral_Ped_R,0.6099344,0.8833436,1.2599781,0.7168797,0.1870819,0.1492950
322,Cerebral_Ped_L,0.6033137,0.8613094,1.2215186,0.7202120,0.1932696,0.1370760
322,Ant_Internal_Capsule_R,0.5872502,0.9012905,1.2260769,0.6893924,0.1913562,0.1512514
322,Ant_Internal_Capsule_L,0.5996604,0.9172435,1.1159641,0.6126603,0.1631412,0.1138258
322,Post_Internal_Capsule_R,0.6280058,0.8471218,1.2370928,0.6890218,0.1752747,0.1135399
322,Post_Internal_Capsule_L,0.6012032,0.8311958,1.2513010,0.7234798,0.1978621,0.1204901
322,Retrolent_Internal_Capsule_R,0.6213936,0.8388877,1.3460118,0.7895258,0.1979749,0.1438649
322,Retrolent_Internal_Capsule_L,0.5803047,0.9479840,1.1497138,0.6858982,0.1853024,0.1640802
322,Ant_Corona_Radiata_R,0.6161206,0.8703137,1.2485075,0.7014605,0.1827158,0.1335705
322,Ant_Corona_Radiata_L,0.6250803,0.8851926,1.2673313,0.7680118,0.1865972,0.1600094
322,Sup_Corona_Radiata_R,0.5772654,0.9148662,1.1239809,0.6570193,0.1857891,0.1372332
322,Sup_Corona_Radiata_L,0.6085093,0.8539291,1.2893934,0.7287844,0.1937534,0.1346581
322,Post_Corona_Radiata_R,0.5942409,0.9698303,1.1830915,0.6876115,0.1791280,0.1804871
323,Middle_Cerebellar_Ped,0.5661047,0.8503657,1.1797611,0.6457316,0.2013144,0.0961332
323,Pontine_Crossing_Tract,0.6000472,0.8680624,1.2716172,0.7354491,0.1982133,0.1455372
323,Corpus_Callosum_Genu,0.6029762,0.9316008,1.3115872,0.7958853,0.1977208,0.2046278
323,Corpus_Callosum_Body,0.5821551,0.9702702,1.2399600,0.7524594,0.1931371,0.2013117
323,Corpus_Callosum_Splenium,0.6123072,0.9067598,1.2104877,0.6832783,0.1745393,0.1511003
323,Fornix_(Column&Body),0.6323335,0.8862216,1.3135095,0.7741551,0.1842800,0.1664844
323,Corticospinal_Tract_R,0.6087568,0.8283346,1.2777773,0.7182190,0.1962726,0.1146091
323,Corticospinal_Tract_L,0.6310059,0.8727102,1.2414206,0.7010482,0.1726624,0.1340970
323,Medial_Lemniscus_R,0.5964650,0.9471850,1.1781542,0.6763123,0.1775102,0.1695161
323,Medial_Lemniscus_L,0.6444656,0.8004971,1.3247862,0.7579657,0.1880716,0.1149927
323,Inf_Cerebellar_Ped_R,0.5841125,0.8319447,1.3771004,0.8092210,0.2291749,0.1491836
323,Inf_Cerebellar_Ped_L,0.6167348,0.9177157,1.2672834,0.7474677,0.1822600,0.1785237
323,Sup_Cerebellar_Ped_R,0.5177386,1.1249687,0.9715247,0.5179310,0.1602613,0.1735361
323,Sup_Cerebellar_Ped_L,0.6364285,0.9562821,1.1271203,0.6190914,0.1432107,0.1405290
323,Cerebral_Ped_R,0.6205924,0.8141402,1.2634399,0.7339782,0.1951082,0.1156656
323,Cerebral_Ped_L,0.5505755,1.0297549,1.0886773,0.6386427,0.1859034,0.1851337
323,Ant_Internal_Capsule_R,0.6223723,0.8661825,1.1608241,0.6415896,0.1657762,0.1043896
323,Ant_Internal_Capsule_L,0.6466616,0.8905370,1.2575330,0.7124955,0.1652929,0.1538246
323,Post_Internal_Capsule_R,0.5717437,0.9323207,1.1874697,0.6937150,0.1955970,0.1605380
323,Post_Internal_Capsule_L,0.5753314,0.9686632,1.2631796,0.7809189,0.2052804,0.1971785
323,Retrolent_Internal_Capsule_R,0.6128401,0.8834720,1.3033169,0.7613650,0.1922891,0.1630963
323,Retrolent_Internal_Capsule_L,0.5955990,0.8399561,1.3077733,0.7616271,0.2089326,0.1372382
323,Ant_Corona_Radiata_R,0.6109267,0.8396068,1.2719117,0.7308739,0.1973674,0.1299992
323,Ant_Corona_Radiata_L,0.6215054,0.8966680,1.1549770,0.6516852,0.1631344,0.1242230
323,Sup_Corona_Radiata_R,0.6496379,0.8173601,1.1976504,0.6626809,0.1619317,0.0834974
323,Sup_Corona_Radiata_L,0.6477885,0.8564432,1.3066576,0.7485469,0.1758073,0.1440661
323,Post_Corona_Radiata_R,0.5822495,0.8736581,1.1878413,0.6584579,0.1891356,0.1189125
324,Middle_Cerebellar_Ped,0.5921138,0.9034183,1.3146857,0.7869563,0.2075415,0.1752878
324,Pontine_Crossing_Tract,0.6353971,0.8568813,1.2104055,0.6916941,0.1682805,0.1220959
324,Corpus_Callosum_Genu,0.5884511,0.8152562,1.3115124,0.7515863,0.2152148,0.1175374
324,Corpus_Callosum_Body,0.6097840,1.0427979,1.1512728,0.6882978,0.1583285,0.2191217
324,Corpus_Callosum_Splenium,0.5974963,0.9261277,1.1489178,0.6370427,0.1712510,0.1386934
324,Fornix_(Column&Body),0.6260853,0.8705397,1.1627025,0.6427452,0.1646803,0.1071563
324,Corticospinal_Tract_R,0.5709699,0.8837921,1.2420544,0.7183874,0.2108380,0.1469277
324,Corticospinal_Tract_L,0.5802846,0.8661202,1.1950639,0.6706583,0.1952022,0.1179945
324,Medial_Lemniscus_R,0.5910151,0.8917666,1.1880752,0.6685193,0.1863145,0.1330312
324,Medial_Lemniscus_L,0.6355472,0.8523251,1.2741090,0.7317209,0.1777747,0.1347841
324,Inf_Cerebellar_Ped_R,0.5067497,0.9499794,1.1160452,0.6360915,0.2199231,0.1521524
324,Inf_Cerebellar_Ped_L,0.5833696,0.8991035,1.1537196,0.6377032,0.1811146,0.1220985
324,Sup_Cerebellar_Ped_R,0.5897473,0.9262402,1.1802479,0.6839731,0.1863535,0.1545920
324,Sup_Cerebellar_Ped_L,0.5996114,0.8770179,1.2427207,0.7073051,0.1908689,0.1406475
324,Cerebral_Ped_R,0.6382463,0.9336338,1.1573623,0.6553082,0.1515581,0.1447690
324,Cerebral_Ped_L,0.6883360,0.8651095,1.5131270,0.9322640,0.1846550,0.1911041
324,Ant_Internal_Capsule_R,0.6378869,0.8595135,1.1792064,0.6486525,0.1602013,0.1015415
324,Ant_Internal_Capsule_L,0.6085210,0.8376221,1.2780170,0.7296344,0.1942806,0.1275876
324,Post_Internal_Capsule_R,0.6337513,0.8665359,1.3393123,0.7831136,0.1886586,0.1626141
324,Post_Internal_Capsule_L,0.5672662,0.9638368,1.0975279,0.6050145,0.1789955,0.1384589
324,Retrolent_Internal_Capsule_R,0.6451392,0.8733344,1.2593241,0.7176786,0.1673443,0.1400709
324,Retrolent_Internal_Capsule_L,0.5424313,1.0014531,1.1208248,0.6304524,0.1904225,0.1789313
324,Ant_Corona_Radiata_R,0.5981452,0.8586240,1.1531033,0.6389343,0.1793664,0.0985772
324,Ant_Corona_Radiata_L,0.6236252,0.8629849,1.1927511,0.6663701,0.1711551,0.1127956
324,Sup_Corona_Radiata_R,0.6604335,0.8578058,1.2371553,0.7222946,0.1614304,0.1287335
324,Sup_Corona_Radiata_L,0.6186573,0.8680926,1.2493131,0.7111455,0.1834309,0.1356231
324,Post_Corona_Radiata_R,0.5425682,0.9296434,1.1621602,0.6623530,0.2131372,0.1411640
325,Middle_Cerebellar_Ped,0.6218767,0.8753026,1.2179408,0.6740963,0.1731863,0.1275977
325,Pontine_Crossing_Tract,0.5690060,0.9729097,1.0225787,0.5946845,0.1718735,0.1306177
325,Corpus_Callosum_Genu,0.5819511,0.8687089,1.1652442,0.6355015,0.1886049,0.1027257
325,Corpus_Callosum_Body,0.5899719,1.0257661,1.0814287,0.6272153,0.1578344,0.1712574
325,Corpus_Callosum_Splenium,0.5628913,1.0251121,1.0452941,0.6440563,0.1745140,0.1698764
325,Fornix_(Column&Body),0.6051636,0.8699465,1.2809203,0.7329491,0.1912935,0.1474499
325,Corticospinal_Tract_R,0.6116220,0.8837288,1.2649546,0.7377625,0.1901636,0.1577331
325,Corticospinal_Tract_L,0.6225430,0.8537366,1.2884466,0.7476586,0.1906289,0.1391133
325,Medial_Lemniscus_R,0.5811775,0.9436829,1.1839576,0.6849837,0.1895822,0.1719370
325,Medial_Lemniscus_L,0.5755974,0.9135382,1.2020724,0.6930634,0.1990707,0.1464392
325,Inf_Cerebellar_Ped_R,0.6433083,0.9083840,1.1598956,0.6485865,0.1508912,0.1289753
325,Inf_Cerebellar_Ped_L,0.6201128,0.8347638,1.2409733,0.6881639,0.1815341,0.1077058
325,Sup_Cerebellar_Ped_R,0.5899323,0.9384469,1.1465032,0.6227328,0.1706689,0.1335706
325,Sup_Cerebellar_Ped_L,0.6673328,0.8627359,1.2802782,0.7293728,0.1608235,0.1416357
325,Cerebral_Ped_R,0.5679680,0.9423332,1.1279471,0.6386128,0.1865638,0.1452530
325,Cerebral_Ped_L,0.6125928,0.8467469,1.1938480,0.6946125,0.1832354,0.1127955
325,Ant_Internal_Capsule_R,0.5900197,0.8826953,1.1998769,0.6861198,0.1904532,0.1311594
325,Ant_Internal_Capsule_L,0.6227532,0.8741344,1.2508274,0.7196251,0.1802818,0.1413753
325,Post_Internal_Capsule_R,0.6038692,0.8511039,1.2050383,0.7114870,0.1903456,0.1273504
325,Post_Internal_Capsule_L,0.5813702,0.8291696,1.2023161,0.6765466,0.2047563,0.0989672
325,Retrolent_Internal_Capsule_R,0.6231313,0.8662326,1.2118432,0.6769503,0.1735277,0.1181530
325,Retrolent_Internal_Capsule_L,0.6104409,0.8605121,1.2163579,0.6821139,0.1819546,0.1177270
325,Ant_Corona_Radiata_R,0.6114697,0.8710665,1.2438318,0.7054119,0.1895464,0.1335185
325,Ant_Corona_Radiata_L,0.5893465,0.8357176,1.3309236,0.7849458,0.2148897,0.1416201
325,Sup_Corona_Radiata_R,0.6034496,0.8492444,1.3222759,0.7976130,0.2105432,0.1520998
325,Sup_Corona_Radiata_L,0.6295044,0.9040948,1.1452918,0.6694618,0.1627808,0.1344041
325,Post_Corona_Radiata_R,0.6313895,0.9296049,1.1413868,0.6540430,0.1528220,0.1327500
326,Middle_Cerebellar_Ped,0.5412904,1.0336307,1.1121512,0.6583394,0.1954171,0.2028231
326,Pontine_Crossing_Tract,0.6162823,0.8465042,1.2509705,0.7070090,0.1875011,0.1243219
326,Corpus_Callosum_Genu,0.6311927,0.8949207,1.1792473,0.7038832,0.1679106,0.1379587
326,Corpus_Callosum_Body,0.6162187,0.8784358,1.2517316,0.7047336,0.1849335,0.1396878
326,Corpus_Callosum_Splenium,0.6229457,0.8957167,1.1876867,0.6882856,0.1720348,0.1376642
326,Fornix_(Column&Body),0.5846681,0.9486196,1.2110436,0.6980345,0.1858441,0.1769746
326,Corticospinal_Tract_R,0.6272093,0.8646466,1.2112051,0.6799364,0.1717061,0.1242006
326,Corticospinal_Tract_L,0.6504195,0.8691539,1.2370830,0.6830547,0.1622050,0.1276813
326,Medial_Lemniscus_R,0.6353396,0.8784533,1.2851754,0.7415316,0.1780211,0.1539122
326,Medial_Lemniscus_L,0.6130113,0.8683171,1.1852200,0.6806644,0.1780654,0.1186229
326,Inf_Cerebellar_Ped_R,0.6234853,0.9083829,1.1712257,0.6458681,0.1619370,0.1276064
326,Inf_Cerebellar_Ped_L,0.5926919,0.9490468,1.0843011,0.5962198,0.1620382,0.1218330
326,Sup_Cerebellar_Ped_R,0.6369656,0.8987541,1.1568277,0.6469245,0.1551841,0.1257338
326,Sup_Cerebellar_Ped_L,0.6437885,0.8623130,1.2950712,0.7480305,0.1763049,0.1486803
326,Cerebral_Ped_R,0.5695203,0.8539628,1.3479427,0.8089074,0.2274776,0.1642376
326,Cerebral_Ped_L,0.6488980,0.8074747,1.2238447,0.7001375,0.1714415,0.0969234
326,Ant_Internal_Capsule_R,0.5826148,0.8873177,1.1849741,0.6580052,0.1872382,0.1248315
326,Ant_Internal_Capsule_L,0.6119680,0.8473616,1.2451961,0.7057506,0.1862773,0.1235310
326,Post_Internal_Capsule_R,0.5731144,0.9463723,1.1830338,0.6698025,0.1885085,0.1653900
326,Post_Internal_Capsule_L,0.6398906,0.8577605,1.2783516,0.7316196,0.1747985,0.1376937
326,Retrolent_Internal_Capsule_R,0.5804026,0.8625090,1.1794576,0.7114793,0.2056563,0.1264003
326,Retrolent_Internal_Capsule_L,0.6145540,0.9081247,1.2421993,0.7129096,0.1809809,0.1615645
326,Ant_Corona_Radiata_R,0.6276709,0.8456273,1.3386372,0.8025486,0.1955073,0.1509404
326,Ant_Corona_Radiata_L,0.5658168,0.8863440,1.1653398,0.6611379,0.1976673,0.1236428
326,Sup_Corona_Radiata_R,0.5737776,0.9861393,1.1936939,0.7080807,0.1916647,0.2000660
326,Sup_Corona_Radiata_L,0.6013168,0.9175943,1.1665301,0.6566406,0.1737415,0.1392776
326,Post_Corona_Radiata_R,0.5834277,0.8621504,1.1383628,0.6449806,0.1903579,0.1036206
327,Middle_Cerebellar_Ped,0.6342274,0.8622076,1.2566631,0.7033377,0.1748699,0.1321877
327,Pontine_Crossing_Tract,0.6646769,0.8596073,1.2889203,0.7311007,0.1623784,0.1407482
327,Corpus_Callosum_Genu,0.5991571,0.9566381,1.0741214,0.6202785,0.1621704,0.1387224
327,Corpus_Callosum_Body,0.6027443,0.8118992,1.2471997,0.7061522,0.1980644,0.1012194
327,Corpus_Callosum_Splenium,0.6480304,0.8387511,1.2905810,0.7379014,0.1757514,0.1291136
327,Fornix_(Column&Body),0.6119212,0.8642237,1.1987937,0.6852678,0.1824706,0.1256571
327,Corticospinal_Tract_R,0.5905684,0.9076838,1.2751755,0.7495697,0.2016518,0.1783609
327,Corticospinal_Tract_L,0.6077850,0.8580627,1.1982553,0.6649304,0.1791944,0.1126148
327,Medial_Lemniscus_R,0.6616274,0.8548443,1.2612630,0.7083647,0.1613160,0.1313021
327,Medial_Lemniscus_L,0.6202351,0.8351569,1.3514602,0.8075242,0.2011236,0.1514302
327,Inf_Cerebellar_Ped_R,0.5880334,0.8831576,1.1919450,0.6916843,0.1959472,0.1398998
327,Inf_Cerebellar_Ped_L,0.5985170,1.0327979,1.0200188,0.5690411,0.1409847,0.1458493
327,Sup_Cerebellar_Ped_R,0.5518026,1.0673140,0.9600674,0.5030878,0.1442800,0.1263451
327,Sup_Cerebellar_Ped_L,0.6053325,0.8961107,1.1848170,0.6755478,0.1775877,0.1388982
327,Cerebral_Ped_R,0.5996815,0.8887755,1.2050025,0.6749501,0.1814152,0.1293148
327,Cerebral_Ped_L,0.5813452,0.9152245,1.1516479,0.6391396,0.1834578,0.1336141
327,Ant_Internal_Capsule_R,0.6115284,0.9028763,1.1750673,0.6578528,0.1702090,0.1319994
327,Ant_Internal_Capsule_L,0.5733107,0.8749339,1.1812762,0.6668158,0.1974933,0.1202855
327,Post_Internal_Capsule_R,0.6674958,0.8469029,1.3219561,0.7600043,0.1691576,0.1446668
327,Post_Internal_Capsule_L,0.6018023,0.9800380,1.0913518,0.5960454,0.1530175,0.1389970
327,Retrolent_Internal_Capsule_R,0.6618714,0.8473222,1.2321159,0.6866937,0.1576053,0.1124602
327,Retrolent_Internal_Capsule_L,0.6244852,0.8850487,1.2309973,0.6833131,0.1706840,0.1313563
327,Ant_Corona_Radiata_R,0.5733245,0.8882727,1.1992121,0.6618174,0.1956353,0.1253416
327,Ant_Corona_Radiata_L,0.6659184,0.9690668,1.3363067,0.8350743,0.1643655,0.2334450
327,Sup_Corona_Radiata_R,0.6153721,0.8678426,1.2587332,0.7375792,0.1868435,0.1454902
327,Sup_Corona_Radiata_L,0.6109338,0.8792808,1.2257214,0.6914629,0.1795072,0.1311913
327,Post_Corona_Radiata_R,0.6168003,0.9087627,1.1920576,0.6636186,0.1690511,0.1419717
328,Middle_Cerebellar_Ped,0.6057835,0.8446816,1.2575036,0.7087485,0.1934498,0.1220913
328,Pontine_Crossing_Tract,0.6461109,0.8528616,1.2922487,0.7461629,0.1747133,0.1409061
328,Corpus_Callosum_Genu,0.6230111,0.8758379,1.2564682,0.7179053,0.1785289,0.1455251
328,Corpus_Callosum_Body,0.6323181,0.8307429,1.2843450,0.7201573,0.1834460,0.1207801
328,Corpus_Callosum_Splenium,0.5795585,1.0055313,1.1228816,0.6453188,0.1710472,0.1858590
328,Fornix_(Column&Body),0.6329403,0.9059161,1.2078492,0.6865006,0.1641828,0.1486616
328,Corticospinal_Tract_R,0.6218946,0.8677855,1.1994958,0.6718791,0.1730914,0.1181985
328,Corticospinal_Tract_L,0.6326012,0.8536778,1.2332859,0.7090608,0.1764935,0.1285938
328,Medial_Lemniscus_R,0.5842526,0.8988886,1.2380889,0.7428566,0.2054021,0.1673339
328,Medial_Lemniscus_L,0.5790837,0.9482877,1.1937156,0.7017147,0.1899573,0.1763711
328,Inf_Cerebellar_Ped_R,0.5688155,0.9448912,1.1769443,0.6728112,0.1933581,0.1631129
328,Inf_Cerebellar_Ped_L,0.5956048,0.9064180,1.1656953,0.6627147,0.1826354,0.1388114
328,Sup_Cerebellar_Ped_R,0.5747798,0.9487698,1.1158151,0.6369786,0.1796729,0.1444680
328,Sup_Cerebellar_Ped_L,0.6573353,0.8933259,1.2971454,0.7452433,0.1658452,0.1638664
328,Cerebral_Ped_R,0.6084155,0.8903237,1.2316635,0.6978929,0.1834025,0.1419311
328,Cerebral_Ped_L,0.6064918,0.9805614,1.1014145,0.6342423,0.1572637,0.1536872
328,Ant_Internal_Capsule_R,0.6314981,0.8508039,1.2074722,0.6617130,0.1678655,0.1057564
328,Ant_Internal_Capsule_L,0.6482679,0.8676622,1.2243837,0.6780825,0.1594236,0.1217118
328,Post_Internal_Capsule_R,0.6537361,0.8119307,1.2649879,0.7350349,0.1769986,0.1110095
328,Post_Internal_Capsule_L,0.6261787,0.8394493,1.2649688,0.7272021,0.1867822,0.1189587
328,Retrolent_Internal_Capsule_R,0.5523315,0.9771756,1.0497477,0.6091053,0.1800484,0.1471096
328,Retrolent_Internal_Capsule_L,0.6482572,0.8501265,1.2647141,0.7274570,0.1731827,0.1286175
328,Ant_Corona_Radiata_R,0.5794575,0.9356953,1.2821571,0.7626210,0.2049429,0.1951841
328,Ant_Corona_Radiata_L,0.6012720,0.8767419,1.2535818,0.7099016,0.1923046,0.1413776
328,Sup_Corona_Radiata_R,0.6463144,0.8928731,1.2052281,0.6742767,0.1580213,0.1349296
328,Sup_Corona_Radiata_L,0.5657534,0.8596936,1.1204048,0.6198402,0.1962236,0.0868565
328,Post_Corona_Radiata_R,0.5562064,0.9214545,1.0845471,0.6011637,0.1855704,0.1099166
329,Middle_Cerebellar_Ped,0.6268306,0.8272036,1.3095227,0.7672015,0.1920013,0.1320501
329,Pontine_Crossing_Tract,0.6394973,0.7955255,1.2885158,0.7211156,0.1835708,0.0996976
329,Corpus_Callosum_Genu,0.6124344,1.0277149,1.0555080,0.6262597,0.1444026,0.1675686
329,Corpus_Callosum_Body,0.6151859,0.8605271,1.1892344,0.6477464,0.1711869,0.1038555
329,Corpus_Callosum_Splenium,0.6006562,0.8884872,1.2028076,0.6789286,0.1824841,0.1332761
329,Fornix_(Column&Body),0.6498974,0.8752979,1.2449752,0.7187387,0.1648830,0.1289198
329,Corticospinal_Tract_R,0.6094585,0.8547171,1.2360353,0.7028202,0.1870949,0.1235663
329,Corticospinal_Tract_L,0.6548109,0.8345262,1.2201019,0.7132140,0.1681920,0.1202486
329,Medial_Lemniscus_R,0.5762095,0.9112158,1.2150495,0.7101674,0.2005904,0.1597269
329,Medial_Lemniscus_L,0.5823892,0.9141353,1.0829534,0.6538461,0.1837885,0.1355445
329,Inf_Cerebellar_Ped_R,0.5734467,0.8456806,1.2759945,0.7286914,0.2148978,0.1306788
329,Inf_Cerebellar_Ped_L,0.6014910,0.8597800,1.2611938,0.7509443,0.2001129,0.1443591
329,Sup_Cerebellar_Ped_R,0.6215295,0.8564815,1.1780213,0.6459681,0.1703018,0.1027095
329,Sup_Cerebellar_Ped_L,0.6247966,0.8416276,1.1543352,0.6743249,0.1732349,0.1011453
329,Cerebral_Ped_R,0.5972876,0.9208568,1.1434574,0.6402015,0.1766717,0.1349113
329,Cerebral_Ped_L,0.6049155,0.9186344,1.1083884,0.6952474,0.1764202,0.1510395
329,Ant_Internal_Capsule_R,0.6047906,0.9568827,1.1406702,0.6626781,0.1690458,0.1646806
